conflict_name,start_year,end_year,theater,battle_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,treaty,key_leader,equipment_focus,notes
World War I,1914,1918,Middle East,Ypres,Russia,Allied Powers,Support,663.09,406.18,2681.93,Middle East,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Balkans,Somme,Serbia,Allied Powers,Expeditionary,692.59,11.9,2949.79,Balkans,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Air,Jutland,Italy,Allied Powers,Air,626.19,136.08,360.63,Air,Allied Victory,Treaty of Versailles,Enver Pasha,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Africa,Caporetto,Austria-Hungary,Central Powers,Air,837.58,72.67,2550.39,Africa,Allied Victory,Treaty of Sevres,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Jutland,United States,Allied Powers,Air,481.93,71.39,1305.11,Naval,Allied Victory,Treaty of Versailles,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Caporetto,Serbia,Allied Powers,Expeditionary,727.68,40.06,2590.84,Africa,Allied Victory,Treaty of Versailles,Franz Joseph I,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Africa,Verdun,France,Allied Powers,Air,498.25,55.13,1172.53,Africa,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Verdun,Austria-Hungary,Central Powers,Air,805.95,518.69,1385.79,Africa,Allied Victory,Treaty of Versailles,Franz Joseph I,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Marne,Russia,Allied Powers,Belligerent,888.98,584.16,2294.24,Western Front,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Africa,Caporetto,France,Allied Powers,Support,732.04,381.23,1854.65,Africa,Allied Victory,Treaty of Sevres,Woodrow Wilson,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Middle East,Tannenberg,France,Allied Powers,Support,152.35,162.91,1908.9,Middle East,Allied Victory,Treaty of Saint-Germain,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Western Front,Ypres,Belgium,Allied Powers,Belligerent,812.08,438.42,1207.76,Western Front,Allied Victory,Treaty of Trianon,Woodrow Wilson,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Marne,Serbia,Allied Powers,Support,136.41,468.51,1725.12,Naval,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Western Front,Tannenberg,Russia,Allied Powers,Support,644.44,78.08,2415.7,Western Front,Allied Victory,Treaty of Sevres,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Tannenberg,Serbia,Allied Powers,Naval,193.29,10.42,1397.6,Western Front,Allied Victory,Treaty of Sevres,Enver Pasha,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Balkans,Somme,Ottoman Empire,Central Powers,Air,738.61,338.42,1573.13,Balkans,Allied Victory,Treaty of Versailles,David Lloyd George,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Italian Front,Gallipoli,Germany,Central Powers,Naval,648.39,459.03,2734.8,Italian Front,Allied Victory,Treaty of Sevres,Enver Pasha,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Western Front,Gallipoli,United States,Allied Powers,Support,2.38,415.84,1615.41,Western Front,Allied Victory,Armistice of 1918,Franz Joseph I,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Air,Somme,Belgium,Allied Powers,Naval,429.01,517.05,982.22,Air,Allied Victory,Treaty of Trianon,Franz Joseph I,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Balkans,Verdun,United Kingdom,Allied Powers,Support,558.95,130.67,470.91,Balkans,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Western Front,Marne,Italy,Allied Powers,Expeditionary,133.16,14.86,1788.23,Western Front,Allied Victory,Treaty of Versailles,Franz Joseph I,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Balkans,Gallipoli,Russia,Allied Powers,Belligerent,823.29,63.23,2477.67,Balkans,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Marne,United States,Allied Powers,Expeditionary,617.31,359.63,2437.4,Western Front,Allied Victory,Armistice of 1918,David Lloyd George,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Middle East,Gallipoli,Ottoman Empire,Central Powers,Naval,233.19,528.1,553.64,Middle East,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Western Front,Gallipoli,Ottoman Empire,Central Powers,Expeditionary,863.87,56.61,2104.81,Western Front,Allied Victory,Treaty of Trianon,Georges Clemenceau,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Jutland,Ottoman Empire,Central Powers,Belligerent,821.16,162.3,125.21,Western Front,Allied Victory,Treaty of Sevres,Franz Joseph I,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Middle East,Verdun,Belgium,Allied Powers,Belligerent,92.01,245.96,1396.09,Middle East,Allied Victory,Treaty of Versailles,Woodrow Wilson,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Marne,France,Allied Powers,Naval,505.34,281.65,2206.88,Naval,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Eastern Front,Somme,Serbia,Allied Powers,Support,253.83,129.01,1776.09,Eastern Front,Allied Victory,Treaty of Versailles,Franz Joseph I,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Middle East,Marne,Serbia,Allied Powers,Naval,670.83,424.94,1500.1,Middle East,Allied Victory,Treaty of Sevres,Enver Pasha,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Eastern Front,Caporetto,United Kingdom,Allied Powers,Naval,823.09,185.56,1198.44,Eastern Front,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Air,Verdun,Serbia,Allied Powers,Air,69.48,262.09,1456.8,Air,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Italian Front,Verdun,France,Allied Powers,Expeditionary,23.24,393.84,2331.49,Italian Front,Allied Victory,Treaty of Sevres,Franz Joseph I,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Western Front,Caporetto,United Kingdom,Allied Powers,Support,466.34,133.4,1712.97,Western Front,Allied Victory,Treaty of Sevres,Woodrow Wilson,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Italian Front,Gallipoli,United States,Allied Powers,Belligerent,375.06,539.86,2013.16,Italian Front,Allied Victory,Treaty of Saint-Germain,Georges Clemenceau,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Air,Verdun,Ottoman Empire,Central Powers,Expeditionary,45.56,17.45,2558.3,Air,Allied Victory,Treaty of Trianon,Enver Pasha,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Ypres,Austria-Hungary,Central Powers,Expeditionary,386.6,245.24,1214.02,Middle East,Allied Victory,Treaty of Sevres,Woodrow Wilson,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Italian Front,Somme,Ottoman Empire,Central Powers,Support,217.66,560.45,1507.56,Italian Front,Allied Victory,Armistice of 1918,Franz Joseph I,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Africa,Jutland,United States,Allied Powers,Expeditionary,377.3,227.52,1295.12,Africa,Allied Victory,Treaty of Sevres,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Balkans,Gallipoli,Belgium,Allied Powers,Belligerent,354.31,350.74,2957.42,Balkans,Allied Victory,Treaty of Versailles,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Italian Front,Verdun,Ottoman Empire,Central Powers,Expeditionary,668.87,120.16,450.61,Italian Front,Allied Victory,Treaty of Trianon,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Middle East,Jutland,France,Allied Powers,Belligerent,15.67,343.53,615.36,Middle East,Allied Victory,Treaty of Versailles,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Balkans,Jutland,Italy,Allied Powers,Belligerent,687.48,240.49,219.07,Balkans,Allied Victory,Treaty of Versailles,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Ypres,Serbia,Allied Powers,Naval,519.41,20.38,996.38,Africa,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Western Front,Caporetto,Italy,Allied Powers,Belligerent,871.72,354.43,223.8,Western Front,Allied Victory,Treaty of Trianon,David Lloyd George,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Naval,Gallipoli,United Kingdom,Allied Powers,Support,653.02,364.76,930.1,Naval,Allied Victory,Treaty of Versailles,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Ypres,France,Allied Powers,Support,713.08,419.03,335.53,Western Front,Allied Victory,Armistice of 1918,David Lloyd George,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Verdun,Serbia,Allied Powers,Naval,100.98,235.16,1001.83,Middle East,Allied Victory,Treaty of Sevres,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Eastern Front,Caporetto,United Kingdom,Allied Powers,Support,117.72,27.02,784.17,Eastern Front,Allied Victory,Treaty of Saint-Germain,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Middle East,Gallipoli,Serbia,Allied Powers,Belligerent,423.3,94.06,258.26,Middle East,Allied Victory,Treaty of Trianon,Woodrow Wilson,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Eastern Front,Gallipoli,Ottoman Empire,Central Powers,Air,449.28,107.05,390.74,Eastern Front,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Africa,Ypres,Belgium,Allied Powers,Expeditionary,315.74,518.96,1119.44,Africa,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Balkans,Verdun,Germany,Central Powers,Belligerent,183.41,517.19,2346.37,Balkans,Allied Victory,Treaty of Trianon,Georges Clemenceau,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Naval,Marne,Serbia,Allied Powers,Belligerent,864.05,553.29,2426.08,Naval,Allied Victory,Treaty of Versailles,David Lloyd George,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Jutland,United Kingdom,Allied Powers,Belligerent,755.78,175.22,2197.12,Western Front,Allied Victory,Treaty of Versailles,David Lloyd George,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Middle East,Caporetto,Italy,Allied Powers,Support,557.55,255.68,231.89,Middle East,Allied Victory,Treaty of Trianon,Nicholas II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Africa,Ypres,Russia,Allied Powers,Support,857.0,545.15,862.19,Africa,Allied Victory,Treaty of Trianon,Woodrow Wilson,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Air,Tannenberg,Ottoman Empire,Central Powers,Expeditionary,482.23,201.99,1017.36,Air,Allied Victory,Treaty of Saint-Germain,Nicholas II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Italian Front,Ypres,Italy,Allied Powers,Air,438.35,1.78,1047.32,Italian Front,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Italian Front,Gallipoli,Belgium,Allied Powers,Expeditionary,348.34,477.13,1190.92,Italian Front,Allied Victory,Treaty of Sevres,Georges Clemenceau,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Italian Front,Jutland,Russia,Allied Powers,Support,490.79,275.6,957.84,Italian Front,Allied Victory,Treaty of Versailles,Franz Joseph I,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Middle East,Ypres,Italy,Allied Powers,Air,742.63,445.62,2691.9,Middle East,Allied Victory,Armistice of 1918,David Lloyd George,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Italian Front,Verdun,Italy,Allied Powers,Naval,331.79,375.14,2433.23,Italian Front,Allied Victory,Treaty of Trianon,Woodrow Wilson,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Middle East,Caporetto,United States,Allied Powers,Belligerent,346.75,326.01,656.63,Middle East,Allied Victory,Treaty of Sevres,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Middle East,Marne,Russia,Allied Powers,Expeditionary,697.36,243.86,1575.27,Middle East,Allied Victory,Armistice of 1918,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Western Front,Jutland,Germany,Central Powers,Naval,177.5,422.23,728.83,Western Front,Allied Victory,Armistice of 1918,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Air,Gallipoli,Italy,Allied Powers,Expeditionary,724.41,252.07,2055.63,Air,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Marne,United States,Allied Powers,Air,743.83,526.29,2782.08,Africa,Allied Victory,Treaty of Saint-Germain,Nicholas II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Gallipoli,Belgium,Allied Powers,Support,415.08,75.4,2212.81,Africa,Allied Victory,Armistice of 1918,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Eastern Front,Ypres,Ottoman Empire,Central Powers,Expeditionary,279.88,267.53,524.33,Eastern Front,Allied Victory,Treaty of Versailles,Nicholas II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Verdun,Austria-Hungary,Central Powers,Naval,701.66,1.66,571.69,Western Front,Allied Victory,Treaty of Versailles,Franz Joseph I,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
