conflict_name,start_year,end_year,theater,operation_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,conference_or_treaty,key_leader,equipment_focus,notes
World War II,1939,1946,North Africa,Okinawa,Canada,Allies,Expeditionary,1150.4,605.98,2899.95,North Africa,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,Okinawa,United States,Allies,Expeditionary,306.55,305.34,1869.67,North Africa,Allied Victory,Potsdam Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Midway,Soviet Union,Allies,Expeditionary,182.23,642.9,3643.67,Atlantic,Allied Victory,Tehran Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Okinawa,Germany,Axis,Expeditionary,1275.05,397.93,4012.05,North Africa,Allied Victory,United Nations Charter,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,Battle of Britain,Soviet Union,Allies,Support,759.78,664.08,4011.94,Eastern Front,Allied Victory,United Nations Charter,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,D-Day,Italy,Axis,Naval,39.07,790.85,4572.2,European,Allied Victory,Potsdam Conference,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Asia,Iwo Jima,Canada,Allies,Air,886.06,342.66,3758.86,Asia,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,Stalingrad,Soviet Union,Allies,Support,1372.27,667.71,4555.5,Asia,Allied Victory,United Nations Charter,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Asia,Battle of Britain,France,Allies,Air,1030.25,1174.48,4848.13,Asia,Allied Victory,Potsdam Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Iwo Jima,United Kingdom,Allies,Support,698.72,800.67,1288.57,Asia,Allied Victory,Armistice,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,Barbarossa,China,Allies,Expeditionary,948.72,1135.05,2233.15,Eastern Front,Allied Victory,Armistice,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,European,Stalingrad,Soviet Union,Allies,Expeditionary,1465.55,34.69,4127.18,European,Allied Victory,Tehran Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Eastern Front,D-Day,China,Allies,Naval,882.95,74.15,3813.27,Eastern Front,Allied Victory,Armistice,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Asia,Midway,Germany,Axis,Expeditionary,958.4,543.16,1972.42,Asia,Allied Victory,Tehran Conference,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,Midway,Japan,Axis,Naval,529.1,805.85,1745.06,European,Allied Victory,United Nations Charter,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,D-Day,France,Allies,Naval,48.51,105.38,1596.62,North Africa,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,El Alamein,Poland,Allies,Expeditionary,1277.87,239.77,143.36,Asia,Allied Victory,United Nations Charter,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,D-Day,Japan,Axis,Support,1381.98,780.96,3823.26,Eastern Front,Allied Victory,United Nations Charter,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,North Africa,D-Day,Canada,Allies,Support,1286.7,686.48,3558.64,North Africa,Allied Victory,Potsdam Conference,Winston Churchill,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,Barbarossa,Italy,Axis,Expeditionary,455.27,800.31,1611.6,European,Allied Victory,Potsdam Conference,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,European,El Alamein,Italy,Axis,Naval,1346.23,983.37,4547.86,European,Allied Victory,Tehran Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,Okinawa,United Kingdom,Allies,Naval,982.78,294.86,3867.29,European,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,Iwo Jima,Japan,Axis,Air,1220.46,1100.96,4625.9,Asia,Allied Victory,Tehran Conference,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,Battle of Britain,United States,Allies,Belligerent,836.98,1186.49,1481.64,Asia,Allied Victory,Tehran Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,Iwo Jima,United Kingdom,Allies,Naval,331.97,416.44,4368.98,Pacific,Allied Victory,United Nations Charter,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Barbarossa,Poland,Allies,Support,36.11,1061.87,4788.37,Pacific,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Battle of Britain,Italy,Axis,Air,1282.98,902.86,1529.37,Atlantic,Allied Victory,Tehran Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,El Alamein,France,Allies,Belligerent,307.97,748.66,4546.76,Asia,Allied Victory,Armistice,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,Stalingrad,Germany,Axis,Air,500.18,384.15,1689.83,Asia,Allied Victory,Potsdam Conference,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Asia,Barbarossa,United Kingdom,Allies,Air,114.5,428.92,1689.25,Asia,Allied Victory,Potsdam Conference,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,Battle of Britain,United States,Allies,Belligerent,830.69,1102.85,4100.77,Eastern Front,Allied Victory,United Nations Charter,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,European,D-Day,Canada,Allies,Expeditionary,796.38,688.89,358.55,European,Allied Victory,Armistice,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,Barbarossa,Germany,Axis,Belligerent,1197.76,764.26,2576.98,European,Allied Victory,Yalta Conference,Charles de Gaulle,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,Barbarossa,France,Allies,Air,507.5,901.93,2459.95,North Africa,Allied Victory,Yalta Conference,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,North Africa,D-Day,Soviet Union,Allies,Support,722.11,920.58,2251.45,North Africa,Allied Victory,Tehran Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Asia,Iwo Jima,China,Allies,Belligerent,1127.61,270.23,2066.34,Asia,Allied Victory,Armistice,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,El Alamein,Italy,Axis,Expeditionary,434.81,577.14,1898.82,Atlantic,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Asia,Stalingrad,Canada,Allies,Naval,1236.24,670.94,771.35,Asia,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,Battle of Britain,Canada,Allies,Expeditionary,1160.44,249.38,2109.78,Asia,Allied Victory,Potsdam Conference,Joseph Stalin,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,Battle of Britain,Poland,Allies,Support,355.74,745.62,2519.02,Eastern Front,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,Barbarossa,Canada,Allies,Air,40.31,88.23,894.9,Pacific,Allied Victory,Potsdam Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,Barbarossa,France,Allies,Expeditionary,894.11,62.21,1626.7,North Africa,Allied Victory,Yalta Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,Okinawa,China,Allies,Support,576.67,911.26,3148.86,Pacific,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Eastern Front,Okinawa,Japan,Axis,Support,92.01,161.06,4988.85,Eastern Front,Allied Victory,Yalta Conference,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Midway,Canada,Allies,Support,156.63,71.29,2024.42,Eastern Front,Allied Victory,Tehran Conference,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,D-Day,Canada,Allies,Support,878.31,46.47,1983.39,Pacific,Allied Victory,Potsdam Conference,Charles de Gaulle,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Atlantic,Stalingrad,Germany,Axis,Naval,640.0,359.98,3165.53,Atlantic,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Barbarossa,United States,Allies,Air,722.43,565.65,1785.22,Atlantic,Allied Victory,Tehran Conference,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,Iwo Jima,Soviet Union,Allies,Belligerent,127.79,70.74,4582.96,Pacific,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Pacific,Stalingrad,Italy,Axis,Support,700.66,794.75,2033.07,Pacific,Allied Victory,Armistice,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,Iwo Jima,Canada,Allies,Support,935.93,428.48,2693.99,Atlantic,Allied Victory,Tehran Conference,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,Barbarossa,Canada,Allies,Naval,1457.71,183.52,2133.3,European,Allied Victory,Armistice,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,Stalingrad,Germany,Axis,Naval,748.4,282.58,4395.59,Pacific,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,Midway,Germany,Axis,Belligerent,917.45,535.54,3661.21,Atlantic,Allied Victory,United Nations Charter,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Battle of Britain,Canada,Allies,Support,1026.03,1194.35,695.14,Eastern Front,Allied Victory,United Nations Charter,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,Barbarossa,Italy,Axis,Air,513.25,81.22,4342.48,Atlantic,Allied Victory,Tehran Conference,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Atlantic,El Alamein,Japan,Axis,Support,1167.71,406.84,2950.44,Atlantic,Allied Victory,Yalta Conference,Winston Churchill,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Iwo Jima,United States,Allies,Support,756.32,1071.82,2969.53,Eastern Front,Allied Victory,Armistice,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,Battle of Britain,Italy,Axis,Naval,1265.61,1121.93,1724.95,Atlantic,Allied Victory,Armistice,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,Iwo Jima,Japan,Axis,Naval,685.78,496.06,1306.35,European,Allied Victory,Armistice,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,D-Day,Poland,Allies,Expeditionary,1138.47,660.28,1781.3,North Africa,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,Okinawa,Japan,Axis,Belligerent,762.5,1048.79,3669.68,Eastern Front,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Midway,Canada,Allies,Support,187.3,229.66,1424.44,Atlantic,Allied Victory,Potsdam Conference,Winston Churchill,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,Okinawa,France,Allies,Naval,1188.98,1084.52,2599.97,Asia,Allied Victory,United Nations Charter,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,Barbarossa,Poland,Allies,Support,642.79,674.12,3206.87,European,Allied Victory,Armistice,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,Battle of Britain,Canada,Allies,Air,822.77,217.43,4104.66,Pacific,Allied Victory,United Nations Charter,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,North Africa,Okinawa,Italy,Axis,Support,1276.92,598.72,4372.38,North Africa,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,Okinawa,Italy,Axis,Belligerent,100.63,466.71,1434.08,North Africa,Allied Victory,Tehran Conference,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,North Africa,Stalingrad,France,Allies,Expeditionary,1424.2,1040.47,4591.55,North Africa,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,El Alamein,Poland,Allies,Expeditionary,1470.01,267.44,2709.9,Asia,Allied Victory,Tehran Conference,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,Iwo Jima,Canada,Allies,Naval,783.61,393.39,1123.4,Asia,Allied Victory,United Nations Charter,Winston Churchill,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Battle of Britain,United Kingdom,Allies,Expeditionary,24.27,73.4,1678.15,North Africa,Allied Victory,Armistice,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
