issue_label,year,region,primary_parties,escalation_level,nuclear_risk,cyber_domain,economic_impact,probability_estimate,risk_index,risk_tier,archetype,anomaly_flag,predicted_tier
Israel-Arab Tensions,2024,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Low,None,Severe,Global market impact,0.395,33.5,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Israel-Arab Tensions,2026,Latin America,Russia; Ukraine,Low,High,Severe,Localized shock,0.269,57.1,🟠 High,Direct Confrontation,1,🟠 High
Israel-Arab Tensions,2026,Eastern Europe,India; Pakistan,Severe,Moderate,Severe,Energy price spike,0.761,81.0,🔴 Critical,Proxy War,1,🔴 Critical
Russia-Ukraine Conflict,2026,Middle East,Russia; Ukraine,Severe,Moderate,Low,Global market impact,0.28,60.8,🟠 High,Nuclear Standoff,1,🟠 High
Korean Peninsula Risk,2024,Latin America,India; Pakistan,High,Low,Low,Regional recession,0.283,39.8,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Venezuela-US Tensions 2026,2024,Latin America,North Korea; South Korea,Low,Moderate,Low,Energy price spike,0.489,35.2,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Israel-Arab Tensions,2024,Latin America,India; Pakistan,Moderate,Moderate,High,Energy price spike,0.106,46.0,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Korean Peninsula Risk,2024,Latin America,China; Taiwan,Moderate,Moderate,Moderate,Energy price spike,0.354,44.5,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Taiwan Strait Stability,2026,Latin America,North Korea; South Korea,High,High,Low,Regional recession,0.553,68.0,🟠 High,Nuclear Standoff,1,🟠 High
Taiwan Strait Stability,2024,South Asia,North Korea; South Korea,High,None,Low,Localized shock,0.077,18.6,🟢 Low,Nuclear Standoff,-1,🟢 Low
India-Pakistan Escalation 2025,2025,South Asia,Russia; Ukraine,Severe,Moderate,Severe,Energy price spike,0.325,73.3,🟠 High,Proxy War,1,🟠 High
India-Pakistan Escalation 2025,2024,Eastern Europe,India; Pakistan,Low,High,High,Regional recession,0.535,61.8,🟠 High,Cyber-Dominant,1,🟠 High
India-Pakistan Escalation 2025,2024,Latin America,Venezuela; United States,Severe,Low,Low,Localized shock,0.785,48.6,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
India-Pakistan Escalation 2025,2024,South Asia,India; Pakistan,Low,Low,Moderate,Localized shock,0.364,23.6,🟢 Low,Direct Confrontation,1,🟢 Low
Korean Peninsula Risk,2025,Eastern Europe,India; Pakistan,Severe,Low,Severe,Energy price spike,0.644,67.2,🟠 High,Proxy War,1,🟠 High
India-Pakistan Escalation 2025,2024,South Asia,China; Taiwan,Severe,None,High,Global market impact,0.572,54.2,🟠 High,Proxy War,1,🟠 High
Korean Peninsula Risk,2026,Middle East,Russia; Ukraine,High,Low,Severe,Energy price spike,0.499,58.8,🟠 High,Proxy War,1,🟠 High
Israel-Arab Tensions,2026,Middle East,North Korea; South Korea,Low,Moderate,High,Localized shock,0.62,45.7,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Korean Peninsula Risk,2026,Middle East,North Korea; South Korea,Moderate,High,High,Localized shock,0.622,63.3,🟠 High,Cyber-Dominant,1,🟠 High
Venezuela-US Tensions 2026,2024,Eastern Europe,Russia; Ukraine,High,None,Low,Regional recession,0.289,28.2,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Korean Peninsula Risk,2025,Eastern Europe,North Korea; South Korea,High,High,Low,Regional recession,0.518,67.3,🟠 High,Nuclear Standoff,1,🟠 High
Russia-Ukraine Conflict,2025,South Asia,India; Pakistan,Moderate,High,Severe,Regional recession,0.809,78.3,🔴 Critical,Cyber-Dominant,1,🔴 Critical
India-Pakistan Escalation 2025,2024,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Severe,Low,Severe,Regional recession,0.631,69.3,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2025,Eastern Europe,Venezuela; United States,Severe,None,Moderate,Localized shock,0.072,30.2,🟡 Moderate,Nuclear Standoff,-1,🟡 Moderate
Taiwan Strait Stability,2025,Latin America,China; Taiwan,Low,High,Moderate,Localized shock,0.626,51.7,🟠 High,Cyber-Dominant,1,🟠 High
India-Pakistan Escalation 2025,2026,Middle East,China; Taiwan,Moderate,High,High,Localized shock,0.088,53.9,🟠 High,Direct Confrontation,1,🟠 High
India-Pakistan Escalation 2025,2025,East Asia,Russia; Ukraine,High,Moderate,Severe,Localized shock,0.306,63.6,🟠 High,Proxy War,1,🟠 High
Israel-Arab Tensions,2026,East Asia,Russia; Ukraine,High,None,High,Regional recession,0.57,44.8,🟡 Moderate,Proxy War,1,🟡 Moderate
India-Pakistan Escalation 2025,2025,Eastern Europe,India; Pakistan,Moderate,Moderate,Low,Energy price spike,0.644,43.8,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Israel-Arab Tensions,2024,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,High,None,High,Global market impact,0.514,47.4,🟡 Moderate,Proxy War,1,🟡 Moderate
India-Pakistan Escalation 2025,2026,East Asia,Israel; Egypt; Jordan; Saudi Arabia,High,Moderate,Low,Regional recession,0.019,46.8,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Taiwan Strait Stability,2025,South Asia,North Korea; South Korea,High,None,Severe,Regional recession,0.754,53.9,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2025,South Asia,Russia; Ukraine,Severe,Moderate,Severe,Energy price spike,0.149,70.2,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2026,Eastern Europe,China; Taiwan,Severe,None,High,Global market impact,0.11,46.1,🟡 Moderate,Proxy War,1,🟡 Moderate
Venezuela-US Tensions 2026,2024,East Asia,India; Pakistan,Severe,High,Moderate,Localized shock,0.101,65.9,🟠 High,Nuclear Standoff,1,🟠 High
Russia-Ukraine Conflict,2025,Eastern Europe,North Korea; South Korea,High,High,Moderate,Energy price spike,0.42,69.1,🟠 High,Nuclear Standoff,1,🟠 High
Venezuela-US Tensions 2026,2026,Middle East,India; Pakistan,High,Low,Severe,Regional recession,0.507,61.3,🟠 High,Proxy War,1,🟠 High
Korean Peninsula Risk,2025,Middle East,India; Pakistan,Moderate,Low,Moderate,Localized shock,0.1,24.8,🟢 Low,Direct Confrontation,1,🟢 Low
India-Pakistan Escalation 2025,2024,East Asia,Russia; Ukraine,Moderate,Moderate,High,Energy price spike,0.151,46.8,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
India-Pakistan Escalation 2025,2024,Latin America,North Korea; South Korea,Moderate,Moderate,Low,Global market impact,0.444,46.1,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Venezuela-US Tensions 2026,2024,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Severe,None,Moderate,Localized shock,0.321,34.6,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Israel-Arab Tensions,2024,South Asia,Venezuela; United States,High,High,Low,Localized shock,0.646,63.7,🟠 High,Nuclear Standoff,1,🟠 High
Russia-Ukraine Conflict,2026,East Asia,India; Pakistan,High,None,Low,Energy price spike,0.041,21.5,🟢 Low,Nuclear Standoff,1,🟢 Low
Venezuela-US Tensions 2026,2024,South Asia,Venezuela; United States,Moderate,Moderate,High,Energy price spike,0.7,56.5,🟠 High,Cyber-Dominant,1,🟠 High
Russia-Ukraine Conflict,2024,Eastern Europe,Venezuela; United States,Severe,Moderate,Low,Localized shock,0.301,51.8,🟠 High,Nuclear Standoff,1,🟠 High
Russia-Ukraine Conflict,2025,Eastern Europe,Russia; Ukraine,Moderate,High,Low,Regional recession,0.253,51.0,🟠 High,Direct Confrontation,1,🟠 High
Israel-Arab Tensions,2026,East Asia,Russia; Ukraine,Low,Moderate,Severe,Localized shock,0.85,55.6,🟠 High,Cyber-Dominant,-1,🟠 High
Korean Peninsula Risk,2025,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Severe,Moderate,High,Energy price spike,0.5,70.5,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2025,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Severe,Moderate,Moderate,Global market impact,0.407,68.9,🟠 High,Nuclear Standoff,1,🟠 High
Korean Peninsula Risk,2025,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,High,Moderate,High,Energy price spike,0.154,58.6,🟠 High,Proxy War,1,🟠 High
Taiwan Strait Stability,2025,East Asia,Russia; Ukraine,Moderate,Low,Severe,Energy price spike,0.504,47.2,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Korean Peninsula Risk,2026,South Asia,Russia; Ukraine,Moderate,High,Moderate,Energy price spike,0.428,57.6,🟠 High,Cyber-Dominant,1,🟠 High
Russia-Ukraine Conflict,2025,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Moderate,None,Severe,Energy price spike,0.049,27.5,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Venezuela-US Tensions 2026,2025,Eastern Europe,Venezuela; United States,High,None,Moderate,Energy price spike,0.231,30.7,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Russia-Ukraine Conflict,2026,Middle East,Venezuela; United States,Moderate,None,Low,Localized shock,0.702,17.8,🟢 Low,Cyber-Dominant,1,🟢 Low
Russia-Ukraine Conflict,2026,Middle East,North Korea; South Korea,Moderate,Low,High,Localized shock,0.386,35.7,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
India-Pakistan Escalation 2025,2026,Latin America,Israel; Egypt; Jordan; Saudi Arabia,High,Low,Severe,Energy price spike,0.617,60.9,🟠 High,Proxy War,1,🟠 High
Taiwan Strait Stability,2026,Eastern Europe,North Korea; South Korea,Moderate,None,Low,Energy price spike,0.163,11.9,🟢 Low,Direct Confrontation,1,🟢 Low
Korean Peninsula Risk,2024,South Asia,India; Pakistan,High,None,High,Global market impact,0.847,53.2,🟠 High,Proxy War,1,🟠 High
Israel-Arab Tensions,2024,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Low,High,Severe,Localized shock,0.769,65.9,🟠 High,Cyber-Dominant,-1,🟠 High
Russia-Ukraine Conflict,2026,South Asia,China; Taiwan,High,Low,Severe,Regional recession,0.095,54.0,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2026,East Asia,Venezuela; United States,Low,High,High,Energy price spike,0.465,58.2,🟠 High,Cyber-Dominant,1,🟠 High
Venezuela-US Tensions 2026,2024,Eastern Europe,India; Pakistan,Moderate,High,High,Energy price spike,0.419,63.3,🟠 High,Cyber-Dominant,1,🟠 High
Israel-Arab Tensions,2026,Eastern Europe,China; Taiwan,Moderate,High,Severe,Localized shock,0.735,71.2,🟠 High,Cyber-Dominant,1,🟠 High
Korean Peninsula Risk,2026,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Moderate,None,Low,Regional recession,0.391,18.2,🟢 Low,Direct Confrontation,1,🟢 Low
India-Pakistan Escalation 2025,2025,Middle East,Venezuela; United States,Severe,Low,Severe,Global market impact,0.541,71.3,🟠 High,Proxy War,1,🟠 High
Taiwan Strait Stability,2025,Latin America,China; Taiwan,Low,None,Low,Regional recession,0.728,18.3,🟢 Low,Cyber-Dominant,1,🟢 Low
India-Pakistan Escalation 2025,2024,East Asia,North Korea; South Korea,Moderate,None,Moderate,Localized shock,0.036,12.0,🟢 Low,Direct Confrontation,-1,🟢 Low
Israel-Arab Tensions,2026,Latin America,India; Pakistan,Severe,High,Low,Global market impact,0.839,82.4,🔴 Critical,Nuclear Standoff,-1,🔴 Critical
Venezuela-US Tensions 2026,2024,Eastern Europe,Russia; Ukraine,Severe,None,High,Localized shock,0.461,42.9,🟡 Moderate,Proxy War,1,🟡 Moderate
Israel-Arab Tensions,2026,South Asia,Russia; Ukraine,Moderate,High,Moderate,Energy price spike,0.322,55.7,🟠 High,Direct Confrontation,1,🟠 High
Russia-Ukraine Conflict,2026,Eastern Europe,Russia; Ukraine,High,Low,Moderate,Regional recession,0.553,50.4,🟠 High,Nuclear Standoff,1,🟠 High
Russia-Ukraine Conflict,2024,Middle East,North Korea; South Korea,Low,High,Severe,Global market impact,0.179,64.9,🟠 High,Direct Confrontation,1,🟠 High
Russia-Ukraine Conflict,2025,South Asia,North Korea; South Korea,Moderate,None,Low,Global market impact,0.782,28.6,🟡 Moderate,Cyber-Dominant,-1,🟡 Moderate
Israel-Arab Tensions,2026,Middle East,Venezuela; United States,High,Moderate,Moderate,Regional recession,0.164,55.3,🟠 High,Nuclear Standoff,1,🟠 High
Venezuela-US Tensions 2026,2024,South Asia,Israel; Egypt; Jordan; Saudi Arabia,High,High,Severe,Global market impact,0.131,81.6,🔴 Critical,Proxy War,1,🔴 Critical
Taiwan Strait Stability,2025,East Asia,Russia; Ukraine,Severe,Moderate,High,Regional recession,0.101,65.9,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2025,Latin America,China; Taiwan,Severe,Moderate,High,Energy price spike,0.244,66.0,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2025,Middle East,Russia; Ukraine,Low,High,Severe,Energy price spike,0.259,60.4,🟠 High,Direct Confrontation,1,🟠 High
Russia-Ukraine Conflict,2025,South Asia,Venezuela; United States,Moderate,Low,Moderate,Global market impact,0.111,34.4,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Korean Peninsula Risk,2025,East Asia,Venezuela; United States,High,High,Severe,Localized shock,0.082,71.4,🟠 High,Proxy War,1,🟠 High
Russia-Ukraine Conflict,2024,Eastern Europe,India; Pakistan,Low,None,High,Regional recession,0.735,30.1,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Korean Peninsula Risk,2026,South Asia,North Korea; South Korea,Moderate,None,Low,Global market impact,0.124,17.1,🟢 Low,Direct Confrontation,-1,🟢 Low
Korean Peninsula Risk,2025,South Asia,India; Pakistan,Low,Low,Low,Regional recession,0.667,29.0,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Korean Peninsula Risk,2025,East Asia,Venezuela; United States,High,None,Severe,Global market impact,0.62,55.1,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2025,South Asia,North Korea; South Korea,Moderate,Low,Severe,Global market impact,0.173,47.2,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Korean Peninsula Risk,2026,East Asia,Venezuela; United States,Moderate,High,High,Localized shock,0.304,57.7,🟠 High,Direct Confrontation,1,🟠 High
Russia-Ukraine Conflict,2024,Eastern Europe,Venezuela; United States,Severe,High,Moderate,Energy price spike,0.085,69.1,🟠 High,Nuclear Standoff,1,🟠 High
India-Pakistan Escalation 2025,2024,Middle East,North Korea; South Korea,Severe,Low,Moderate,Global market impact,0.45,57.9,🟠 High,Nuclear Standoff,1,🟠 High
Israel-Arab Tensions,2024,Middle East,North Korea; South Korea,Severe,High,Moderate,Global market impact,0.424,80.9,🔴 Critical,Nuclear Standoff,1,🔴 Critical
Taiwan Strait Stability,2026,South Asia,Russia; Ukraine,Moderate,High,High,Global market impact,0.778,75.4,🔴 Critical,Cyber-Dominant,1,🔴 Critical
Venezuela-US Tensions 2026,2025,East Asia,India; Pakistan,High,High,High,Localized shock,0.843,78.9,🔴 Critical,Proxy War,-1,🔴 Critical
Russia-Ukraine Conflict,2026,South Asia,Russia; Ukraine,High,None,Severe,Regional recession,0.548,50.3,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2025,Eastern Europe,North Korea; South Korea,High,None,Moderate,Localized shock,0.549,32.7,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Russia-Ukraine Conflict,2025,East Asia,India; Pakistan,High,Low,High,Global market impact,0.177,53.2,🟠 High,Proxy War,1,🟠 High
Korean Peninsula Risk,2024,Latin America,China; Taiwan,Moderate,None,Moderate,Localized shock,0.814,25.7,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Korean Peninsula Risk,2024,Latin America,India; Pakistan,Moderate,High,Low,Energy price spike,0.285,49.2,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Taiwan Strait Stability,2026,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Severe,Low,Severe,Global market impact,0.359,68.1,🟠 High,Proxy War,1,🟠 High
Taiwan Strait Stability,2025,Latin America,India; Pakistan,Low,Moderate,High,Localized shock,0.333,40.7,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Taiwan Strait Stability,2024,East Asia,Russia; Ukraine,Low,High,Severe,Global market impact,0.642,73.0,🟠 High,Cyber-Dominant,1,🟠 High
India-Pakistan Escalation 2025,2025,Latin America,India; Pakistan,High,None,Severe,Localized shock,0.709,47.3,🟡 Moderate,Proxy War,1,🟡 Moderate
Venezuela-US Tensions 2026,2024,East Asia,North Korea; South Korea,Moderate,High,High,Energy price spike,0.059,56.9,🟠 High,Direct Confrontation,1,🟠 High
Taiwan Strait Stability,2026,Middle East,North Korea; South Korea,High,Moderate,Low,Global market impact,0.407,57.2,🟠 High,Nuclear Standoff,1,🟠 High
Taiwan Strait Stability,2026,Eastern Europe,North Korea; South Korea,High,None,Severe,Energy price spike,0.768,51.8,🟠 High,Proxy War,1,🟠 High
Taiwan Strait Stability,2026,Eastern Europe,China; Taiwan,Severe,Moderate,Low,Regional recession,0.18,55.5,🟠 High,Nuclear Standoff,1,🟠 High
Venezuela-US Tensions 2026,2025,Eastern Europe,China; Taiwan,Low,Moderate,Moderate,Regional recession,0.019,35.1,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Venezuela-US Tensions 2026,2024,East Asia,Venezuela; United States,Low,Low,Moderate,Localized shock,0.457,25.3,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
India-Pakistan Escalation 2025,2025,Latin America,Russia; Ukraine,Moderate,High,Moderate,Global market impact,0.109,57.8,🟠 High,Direct Confrontation,1,🟠 High
Israel-Arab Tensions,2026,South Asia,Venezuela; United States,Moderate,None,High,Global market impact,0.649,38.0,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Venezuela-US Tensions 2026,2025,Latin America,China; Taiwan,High,Moderate,Moderate,Global market impact,0.086,57.4,🟠 High,Nuclear Standoff,1,🟠 High
Israel-Arab Tensions,2024,East Asia,Russia; Ukraine,Severe,None,High,Localized shock,0.036,35.4,🟡 Moderate,Proxy War,-1,🟡 Moderate
India-Pakistan Escalation 2025,2025,Latin America,Russia; Ukraine,Moderate,High,Severe,Localized shock,0.355,64.5,🟠 High,Direct Confrontation,1,🟠 High
Russia-Ukraine Conflict,2026,South Asia,Russia; Ukraine,High,None,Severe,Global market impact,0.741,57.2,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2026,East Asia,North Korea; South Korea,Low,High,Moderate,Localized shock,0.801,54.7,🟠 High,Cyber-Dominant,1,🟠 High
India-Pakistan Escalation 2025,2026,Eastern Europe,North Korea; South Korea,Low,Moderate,Severe,Energy price spike,0.65,55.6,🟠 High,Cyber-Dominant,1,🟠 High
India-Pakistan Escalation 2025,2025,East Asia,Russia; Ukraine,Moderate,Low,Low,Global market impact,0.845,41.5,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
India-Pakistan Escalation 2025,2025,South Asia,Russia; Ukraine,Moderate,Moderate,Low,Global market impact,0.265,43.0,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Korean Peninsula Risk,2025,Middle East,Russia; Ukraine,Low,None,Low,Energy price spike,0.241,7.4,🟢 Low,Direct Confrontation,1,🟢 Low
Venezuela-US Tensions 2026,2024,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Moderate,Low,Severe,Energy price spike,0.81,52.6,🟠 High,Cyber-Dominant,1,🟠 High
Venezuela-US Tensions 2026,2026,Middle East,China; Taiwan,Low,Moderate,Severe,Energy price spike,0.131,46.5,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Korean Peninsula Risk,2026,East Asia,India; Pakistan,Severe,Low,Low,Energy price spike,0.309,43.8,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Israel-Arab Tensions,2024,Middle East,Russia; Ukraine,Severe,Low,High,Regional recession,0.491,61.0,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2025,Latin America,Israel; Egypt; Jordan; Saudi Arabia,High,High,Low,Regional recession,0.629,69.3,🟠 High,Nuclear Standoff,1,🟠 High
Korean Peninsula Risk,2026,Eastern Europe,India; Pakistan,High,Low,High,Regional recession,0.054,47.5,🟡 Moderate,Proxy War,1,🟡 Moderate
