issue_label,year,region,primary_parties,escalation_level,nuclear_risk,cyber_domain,economic_impact,confidence,probability_estimate,escalation_score,nuclear_score,cyber_score,prob_score,economic_score,raw_risk_score,risk_index,risk_tier,anomaly_flag,anomaly_score,predicted_tier_num,predicted_tier,cluster,archetype
India-Pakistan Escalation 2025,2026,South Asia,North Korea; South Korea,Severe,High,Severe,Localized shock,Medium,0.662,25,30,20,9.93,2,86.93,87.5,🔴 Critical,-1,-0.6019773123172132,3,🔴 Critical,0,Proxy War
Israel-Arab Tensions,2025,Latin America,Russia; Ukraine,High,High,Low,Regional recession,Low,0.311,20,30,5,4.66,7,66.66,63.7,🟠 High,1,-0.5201485508883915,2,🟠 High,3,Nuclear Standoff
Russia-Ukraine Conflict,2025,Eastern Europe,India; Pakistan,Severe,High,Moderate,Global market impact,Medium,0.308,25,30,10,4.62,10,79.62,78.9,🔴 Critical,1,-0.5611585122755728,3,🔴 Critical,3,Nuclear Standoff
Venezuela-US Tensions 2026,2026,Eastern Europe,North Korea; South Korea,Low,None,Moderate,Localized shock,Medium,0.668,5,0,10,10.02,2,27.02,17.2,🟢 Low,1,-0.5563424080678914,0,🟢 Low,2,Cyber-Dominant
Korean Peninsula Risk,2026,Middle East,North Korea; South Korea,Low,Low,Low,Energy price spike,Medium,0.825,5,10,5,12.38,5,37.38,29.4,🟡 Moderate,1,-0.565227337015698,1,🟡 Moderate,2,Cyber-Dominant
India-Pakistan Escalation 2025,2025,Middle East,China; Taiwan,Severe,High,High,Global market impact,High,0.418,25,30,15,6.27,10,86.27,86.7,🔴 Critical,1,-0.573653354396884,3,🔴 Critical,0,Proxy War
Russia-Ukraine Conflict,2026,Eastern Europe,India; Pakistan,Low,High,Low,Global market impact,Medium,0.229,5,30,5,3.44,10,53.44,48.2,🟡 Moderate,1,-0.5569275790043872,1,🟡 Moderate,1,Direct Confrontation
Korean Peninsula Risk,2025,Latin America,North Korea; South Korea,Moderate,Moderate,Moderate,Energy price spike,Medium,0.296,10,20,10,4.44,5,49.44,43.5,🟡 Moderate,1,-0.4877290510478494,1,🟡 Moderate,1,Direct Confrontation
Venezuela-US Tensions 2026,2025,Middle East,Russia; Ukraine,High,Moderate,Severe,Energy price spike,High,0.628,20,20,20,9.42,5,74.42,72.8,🟠 High,1,-0.5188753857405992,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2026,East Asia,China; Taiwan,Low,Low,Severe,Energy price spike,Medium,0.533,5,10,20,8.0,5,48.0,41.8,🟡 Moderate,1,-0.5137607250549194,1,🟡 Moderate,2,Cyber-Dominant
Taiwan Strait Stability,2026,Middle East,North Korea; South Korea,Moderate,Moderate,Moderate,Global market impact,Low,0.318,10,20,10,4.77,10,54.77,49.8,🟡 Moderate,1,-0.5040559443587513,1,🟡 Moderate,1,Direct Confrontation
Russia-Ukraine Conflict,2026,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Moderate,Low,High,Global market impact,Medium,0.796,10,10,15,11.94,10,56.94,52.3,🟠 High,1,-0.5359303752902085,2,🟠 High,2,Cyber-Dominant
India-Pakistan Escalation 2025,2026,Latin America,Venezuela; United States,Severe,None,Severe,Energy price spike,Low,0.494,25,0,20,7.41,5,57.41,52.9,🟠 High,1,-0.5367957474753952,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2024,Eastern Europe,North Korea; South Korea,Moderate,High,Moderate,Global market impact,Low,0.035,10,30,10,0.52,10,60.52,56.5,🟠 High,1,-0.5622854420470434,2,🟠 High,1,Direct Confrontation
Israel-Arab Tensions,2024,Middle East,China; Taiwan,High,None,High,Global market impact,Low,0.381,20,0,15,5.72,10,50.72,45.0,🟡 Moderate,1,-0.5232458583823396,1,🟡 Moderate,0,Proxy War
Korean Peninsula Risk,2024,South Asia,Russia; Ukraine,Low,Low,High,Localized shock,Medium,0.705,5,10,15,10.58,2,42.58,35.5,🟡 Moderate,1,-0.5351963118934725,1,🟡 Moderate,2,Cyber-Dominant
Venezuela-US Tensions 2026,2024,Latin America,Israel; Egypt; Jordan; Saudi Arabia,High,Moderate,High,Regional recession,Medium,0.084,20,20,15,1.26,7,63.26,59.7,🟠 High,1,-0.49988494920853055,2,🟠 High,0,Proxy War
Israel-Arab Tensions,2026,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Moderate,High,Moderate,Localized shock,Medium,0.255,10,30,10,3.82,2,55.82,51.0,🟠 High,1,-0.5344542577540496,2,🟠 High,1,Direct Confrontation
Korean Peninsula Risk,2026,Latin America,India; Pakistan,Low,Low,Moderate,Energy price spike,High,0.41,5,10,10,6.15,5,36.15,27.9,🟡 Moderate,1,-0.5037378820120638,1,🟡 Moderate,1,Direct Confrontation
India-Pakistan Escalation 2025,2024,Eastern Europe,North Korea; South Korea,Low,Moderate,Low,Regional recession,Medium,0.718,5,20,5,10.77,7,47.77,41.6,🟡 Moderate,1,-0.5329130924581124,1,🟡 Moderate,2,Cyber-Dominant
Venezuela-US Tensions 2026,2024,Latin America,China; Taiwan,High,Low,Moderate,Global market impact,Medium,0.108,20,10,10,1.62,10,51.62,46.1,🟡 Moderate,1,-0.5261511308304071,1,🟡 Moderate,3,Nuclear Standoff
Korean Peninsula Risk,2024,East Asia,China; Taiwan,High,None,Low,Localized shock,Medium,0.739,20,0,5,11.08,2,38.08,30.2,🟡 Moderate,1,-0.5830481477869469,1,🟡 Moderate,3,Nuclear Standoff
Taiwan Strait Stability,2025,Eastern Europe,Russia; Ukraine,High,High,High,Energy price spike,High,0.633,20,30,15,9.5,5,79.5,78.7,🔴 Critical,1,-0.5189823194589921,3,🔴 Critical,0,Proxy War
India-Pakistan Escalation 2025,2025,Eastern Europe,Venezuela; United States,Low,High,High,Energy price spike,Medium,0.339,5,30,15,5.08,5,60.08,56.0,🟠 High,1,-0.5127425436730528,2,🟠 High,1,Direct Confrontation
Russia-Ukraine Conflict,2024,East Asia,Russia; Ukraine,High,Low,High,Regional recession,Low,0.3,20,10,15,4.5,7,56.5,51.8,🟠 High,1,-0.4827047625325441,2,🟠 High,0,Proxy War
Venezuela-US Tensions 2026,2024,South Asia,Venezuela; United States,High,Moderate,Low,Global market impact,Medium,0.406,20,20,5,6.09,10,61.09,57.2,🟠 High,1,-0.5190389858135617,2,🟠 High,3,Nuclear Standoff
Venezuela-US Tensions 2026,2024,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Severe,Low,Severe,Global market impact,Low,0.257,25,10,20,3.86,10,68.86,66.3,🟠 High,1,-0.5597957605137057,2,🟠 High,0,Proxy War
Taiwan Strait Stability,2025,South Asia,Venezuela; United States,Low,High,Severe,Localized shock,Low,0.717,5,30,20,10.76,2,67.76,65.0,🟠 High,1,-0.5774050802515773,2,🟠 High,2,Cyber-Dominant
India-Pakistan Escalation 2025,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,High,Moderate,Moderate,Localized shock,Medium,0.359,20,20,10,5.38,2,57.38,52.8,🟠 High,1,-0.5209098901842096,2,🟠 High,3,Nuclear Standoff
Korean Peninsula Risk,2025,South Asia,Venezuela; United States,Low,None,Severe,Regional recession,Low,0.511,5,0,20,7.66,7,39.66,32.1,🟡 Moderate,1,-0.5342412434969742,1,🟡 Moderate,2,Cyber-Dominant
Israel-Arab Tensions,2026,Latin America,Russia; Ukraine,Low,Moderate,High,Energy price spike,Medium,0.19,5,20,15,2.85,5,47.85,41.7,🟡 Moderate,1,-0.5037705686563623,1,🟡 Moderate,1,Direct Confrontation
Russia-Ukraine Conflict,2024,South Asia,North Korea; South Korea,Moderate,High,Moderate,Regional recession,Low,0.163,10,30,10,2.45,7,59.45,55.2,🟠 High,1,-0.5174991747735367,2,🟠 High,1,Direct Confrontation
Taiwan Strait Stability,2024,Latin America,Venezuela; United States,Moderate,High,Severe,Localized shock,Medium,0.478,10,30,20,7.17,2,69.17,66.6,🟠 High,1,-0.5527710148591864,2,🟠 High,2,Cyber-Dominant
Venezuela-US Tensions 2026,2026,Eastern Europe,India; Pakistan,Low,None,Severe,Energy price spike,Low,0.473,5,0,20,7.1,5,37.1,29.1,🟡 Moderate,1,-0.5435329035722206,1,🟡 Moderate,2,Cyber-Dominant
Israel-Arab Tensions,2026,South Asia,Russia; Ukraine,Low,High,Low,Regional recession,High,0.446,5,30,5,6.69,7,53.69,48.5,🟡 Moderate,1,-0.5327852995178088,1,🟡 Moderate,2,Cyber-Dominant
Taiwan Strait Stability,2026,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Moderate,None,Severe,Regional recession,Low,0.046,10,0,20,0.69,7,37.69,29.8,🟡 Moderate,1,-0.554436666055615,1,🟡 Moderate,1,Direct Confrontation
Korean Peninsula Risk,2025,South Asia,China; Taiwan,High,None,Moderate,Global market impact,Medium,0.181,20,0,10,2.72,10,42.72,35.6,🟡 Moderate,1,-0.5487794042242368,1,🟡 Moderate,3,Nuclear Standoff
Russia-Ukraine Conflict,2024,Eastern Europe,Venezuela; United States,Low,Moderate,Severe,Energy price spike,Medium,0.54,5,20,20,8.1,5,58.1,53.7,🟠 High,1,-0.5147140434762597,2,🟠 High,2,Cyber-Dominant
Venezuela-US Tensions 2026,2026,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Low,Low,High,Regional recession,High,0.825,5,10,15,12.38,7,49.38,43.4,🟡 Moderate,1,-0.5266002093638038,1,🟡 Moderate,2,Cyber-Dominant
India-Pakistan Escalation 2025,2026,Latin America,China; Taiwan,High,None,High,Energy price spike,High,0.688,20,0,15,10.32,5,50.32,44.6,🟡 Moderate,1,-0.5179666157649713,1,🟡 Moderate,0,Proxy War
Venezuela-US Tensions 2026,2026,East Asia,China; Taiwan,Moderate,Low,Severe,Global market impact,High,0.657,10,10,20,9.86,10,59.86,55.7,🟠 High,1,-0.539380184904573,2,🟠 High,2,Cyber-Dominant
Russia-Ukraine Conflict,2025,East Asia,Russia; Ukraine,High,None,Moderate,Localized shock,Low,0.833,20,0,10,12.5,2,44.5,37.7,🟡 Moderate,1,-0.5703610291540224,1,🟡 Moderate,3,Nuclear Standoff
Korean Peninsula Risk,2024,East Asia,North Korea; South Korea,Moderate,None,Moderate,Localized shock,Low,0.847,10,0,10,12.7,2,34.7,26.2,🟡 Moderate,1,-0.568919940957138,1,🟡 Moderate,2,Cyber-Dominant
India-Pakistan Escalation 2025,2026,Eastern Europe,India; Pakistan,High,None,High,Regional recession,High,0.142,20,0,15,2.13,7,44.13,37.3,🟡 Moderate,1,-0.5069621528845587,1,🟡 Moderate,0,Proxy War
Russia-Ukraine Conflict,2026,Latin America,India; Pakistan,Moderate,Moderate,Severe,Energy price spike,High,0.478,10,20,20,7.17,5,62.17,58.4,🟠 High,1,-0.4956114738843203,2,🟠 High,2,Cyber-Dominant
Venezuela-US Tensions 2026,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Severe,Low,Moderate,Regional recession,High,0.545,25,10,10,8.18,7,60.18,56.1,🟠 High,1,-0.5022343771455462,2,🟠 High,3,Nuclear Standoff
Russia-Ukraine Conflict,2024,Middle East,China; Taiwan,Severe,Low,Severe,Global market impact,Low,0.492,25,10,20,7.38,10,72.38,70.4,🟠 High,1,-0.5615241895123122,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2025,South Asia,Russia; Ukraine,Moderate,Moderate,High,Energy price spike,Medium,0.723,10,20,15,10.84,5,60.84,56.9,🟠 High,1,-0.4971088931892278,2,🟠 High,2,Cyber-Dominant
Taiwan Strait Stability,2026,East Asia,Venezuela; United States,Moderate,Moderate,Severe,Regional recession,Low,0.435,10,20,20,6.52,7,63.52,60.0,🟠 High,1,-0.5003375535954429,2,🟠 High,2,Cyber-Dominant
Israel-Arab Tensions,2025,Latin America,India; Pakistan,Moderate,None,High,Localized shock,High,0.13,10,0,15,1.95,2,28.95,19.5,🟢 Low,1,-0.5538653084591446,0,🟢 Low,1,Direct Confrontation
Russia-Ukraine Conflict,2024,Middle East,Venezuela; United States,Moderate,None,Moderate,Global market impact,Low,0.194,10,0,10,2.91,10,32.91,24.2,🟢 Low,1,-0.5431030974687026,0,🟢 Low,1,Direct Confrontation
Korean Peninsula Risk,2025,Middle East,Russia; Ukraine,Low,None,Moderate,Regional recession,High,0.427,5,0,10,6.4,7,28.4,18.9,🟢 Low,1,-0.5233176394861668,0,🟢 Low,1,Direct Confrontation
India-Pakistan Escalation 2025,2026,Eastern Europe,Russia; Ukraine,Moderate,None,Moderate,Regional recession,Medium,0.708,10,0,10,10.62,7,37.62,29.7,🟡 Moderate,1,-0.5147343128711014,1,🟡 Moderate,2,Cyber-Dominant
India-Pakistan Escalation 2025,2026,Eastern Europe,China; Taiwan,Low,None,Moderate,Energy price spike,High,0.425,5,0,10,6.38,5,26.38,16.5,🟢 Low,1,-0.5361443329707961,0,🟢 Low,1,Direct Confrontation
Russia-Ukraine Conflict,2024,Latin America,Venezuela; United States,Severe,None,Low,Global market impact,Medium,0.185,25,0,5,2.78,10,42.78,35.7,🟡 Moderate,-1,-0.5878355092703018,1,🟡 Moderate,3,Nuclear Standoff
Korean Peninsula Risk,2024,Eastern Europe,India; Pakistan,High,Low,Low,Regional recession,Low,0.564,20,10,5,8.46,7,50.46,44.7,🟡 Moderate,1,-0.4987632860790664,1,🟡 Moderate,3,Nuclear Standoff
Korean Peninsula Risk,2024,East Asia,North Korea; South Korea,High,Moderate,Moderate,Global market impact,High,0.368,20,20,10,5.52,10,65.52,62.4,🟠 High,1,-0.5065520964093233,2,🟠 High,3,Nuclear Standoff
Israel-Arab Tensions,2024,South Asia,China; Taiwan,Severe,None,Moderate,Localized shock,Low,0.585,25,0,10,8.77,2,45.77,39.2,🟡 Moderate,1,-0.5551672788750148,1,🟡 Moderate,3,Nuclear Standoff
Russia-Ukraine Conflict,2025,Latin America,China; Taiwan,High,None,Severe,Energy price spike,Medium,0.446,20,0,20,6.69,5,51.69,46.2,🟡 Moderate,1,-0.5164533609637666,1,🟡 Moderate,0,Proxy War
Russia-Ukraine Conflict,2025,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Severe,Moderate,Moderate,Global market impact,Medium,0.759,25,20,10,11.38,10,76.38,75.1,🔴 Critical,1,-0.5615986602567554,3,🔴 Critical,3,Nuclear Standoff
Korean Peninsula Risk,2026,South Asia,Israel; Egypt; Jordan; Saudi Arabia,High,Low,Moderate,Energy price spike,High,0.511,20,10,10,7.66,5,52.66,47.3,🟡 Moderate,1,-0.4801042495792655,1,🟡 Moderate,3,Nuclear Standoff
Venezuela-US Tensions 2026,2025,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Moderate,Low,High,Regional recession,Low,0.826,10,10,15,12.39,7,54.39,49.3,🟡 Moderate,1,-0.5270800777355076,1,🟡 Moderate,2,Cyber-Dominant
Israel-Arab Tensions,2026,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Moderate,None,High,Regional recession,Medium,0.037,10,0,15,0.55,7,32.55,23.7,🟢 Low,1,-0.5375460363111815,0,🟢 Low,1,Direct Confrontation
Russia-Ukraine Conflict,2025,Middle East,Russia; Ukraine,Low,High,Moderate,Energy price spike,Medium,0.236,5,30,10,3.54,5,53.54,48.3,🟡 Moderate,1,-0.5180600953017399,1,🟡 Moderate,1,Direct Confrontation
Taiwan Strait Stability,2024,East Asia,North Korea; South Korea,High,High,High,Global market impact,Medium,0.556,20,30,15,8.34,10,83.34,83.2,🔴 Critical,1,-0.5535936067805713,3,🔴 Critical,0,Proxy War
Venezuela-US Tensions 2026,2024,Latin America,North Korea; South Korea,High,Moderate,High,Energy price spike,High,0.218,20,20,15,3.27,5,63.27,59.7,🟠 High,1,-0.4857207620235278,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2025,South Asia,Russia; Ukraine,Low,Low,Severe,Energy price spike,Low,0.016,5,10,20,0.24,5,40.24,32.7,🟡 Moderate,1,-0.5565509879581365,1,🟡 Moderate,1,Direct Confrontation
Russia-Ukraine Conflict,2026,Eastern Europe,India; Pakistan,Moderate,None,Moderate,Global market impact,Low,0.621,10,0,10,9.32,10,39.32,31.7,🟡 Moderate,1,-0.5346534084602503,1,🟡 Moderate,2,Cyber-Dominant
Korean Peninsula Risk,2025,East Asia,Venezuela; United States,High,Moderate,Severe,Localized shock,High,0.372,20,20,20,5.58,2,67.58,64.8,🟠 High,1,-0.5472364705418062,2,🟠 High,0,Proxy War
India-Pakistan Escalation 2025,2025,Middle East,India; Pakistan,High,High,Low,Regional recession,Medium,0.125,20,30,5,1.88,7,63.88,60.4,🟠 High,1,-0.5404564939854627,2,🟠 High,3,Nuclear Standoff
Israel-Arab Tensions,2025,East Asia,India; Pakistan,Moderate,None,Moderate,Global market impact,High,0.051,10,0,10,0.76,10,30.76,21.6,🟢 Low,1,-0.5763941135214369,0,🟢 Low,1,Direct Confrontation
Korean Peninsula Risk,2024,South Asia,North Korea; South Korea,Severe,High,Severe,Global market impact,Low,0.098,25,30,20,1.47,10,86.47,86.9,🔴 Critical,-1,-0.6090327234426097,3,🔴 Critical,0,Proxy War
Korean Peninsula Risk,2025,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Low,Moderate,Low,Regional recession,Low,0.663,5,20,5,9.94,7,46.94,40.6,🟡 Moderate,1,-0.5329419137957042,1,🟡 Moderate,2,Cyber-Dominant
Venezuela-US Tensions 2026,2026,Latin America,Russia; Ukraine,Severe,Moderate,Low,Global market impact,High,0.307,25,20,5,4.6,10,64.6,61.3,🟠 High,1,-0.5462492699706698,2,🟠 High,3,Nuclear Standoff
Israel-Arab Tensions,2024,East Asia,China; Taiwan,High,None,Low,Energy price spike,Low,0.232,20,0,5,3.48,5,33.48,24.8,🟢 Low,1,-0.5441276603463658,0,🟢 Low,3,Nuclear Standoff
Russia-Ukraine Conflict,2025,Eastern Europe,Venezuela; United States,Low,Moderate,Moderate,Localized shock,Medium,0.427,5,20,10,6.4,2,43.4,36.4,🟡 Moderate,1,-0.5238429681755763,1,🟡 Moderate,2,Cyber-Dominant
Israel-Arab Tensions,2025,Middle East,Venezuela; United States,High,Low,Moderate,Regional recession,Medium,0.838,20,10,10,12.57,7,59.57,55.4,🟠 High,1,-0.5302936913822638,2,🟠 High,3,Nuclear Standoff
Russia-Ukraine Conflict,2024,Middle East,Russia; Ukraine,High,Low,Severe,Localized shock,Medium,0.461,20,10,20,6.92,2,58.92,54.6,🟠 High,1,-0.5384602943101692,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2024,Eastern Europe,North Korea; South Korea,Low,Low,Low,Regional recession,High,0.247,5,10,5,3.7,7,30.7,21.6,🟢 Low,1,-0.5323469747957822,0,🟢 Low,1,Direct Confrontation
Russia-Ukraine Conflict,2025,Middle East,Venezuela; United States,Moderate,High,Moderate,Localized shock,Medium,0.661,10,30,10,9.92,2,61.92,58.1,🟠 High,1,-0.5312636414422779,2,🟠 High,2,Cyber-Dominant
Russia-Ukraine Conflict,2025,East Asia,North Korea; South Korea,High,High,High,Regional recession,Medium,0.36,20,30,15,5.4,7,77.4,76.3,🔴 Critical,1,-0.5144908542288303,3,🔴 Critical,0,Proxy War
Russia-Ukraine Conflict,2026,East Asia,Russia; Ukraine,Low,Moderate,Moderate,Global market impact,High,0.324,5,20,10,4.86,10,49.86,44.0,🟡 Moderate,1,-0.5163298591371944,1,🟡 Moderate,1,Direct Confrontation
Israel-Arab Tensions,2026,Middle East,North Korea; South Korea,Severe,Moderate,Moderate,Localized shock,Low,0.655,25,20,10,9.83,2,66.83,63.9,🟠 High,1,-0.544860499705729,2,🟠 High,3,Nuclear Standoff
Venezuela-US Tensions 2026,2026,South Asia,Israel; Egypt; Jordan; Saudi Arabia,High,None,Low,Regional recession,Low,0.232,20,0,5,3.48,7,35.48,27.2,🟡 Moderate,1,-0.5402613846602365,1,🟡 Moderate,3,Nuclear Standoff
Venezuela-US Tensions 2026,2024,Eastern Europe,China; Taiwan,High,Low,Moderate,Energy price spike,Medium,0.274,20,10,10,4.11,5,49.11,43.1,🟡 Moderate,1,-0.4930331022325419,1,🟡 Moderate,3,Nuclear Standoff
Israel-Arab Tensions,2025,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Severe,None,High,Energy price spike,Low,0.728,25,0,15,10.92,5,55.92,51.1,🟠 High,1,-0.5357863476661946,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2024,East Asia,North Korea; South Korea,High,Low,Low,Energy price spike,High,0.041,20,10,5,0.62,5,40.62,33.2,🟡 Moderate,1,-0.5398333614186742,1,🟡 Moderate,3,Nuclear Standoff
Korean Peninsula Risk,2024,South Asia,Russia; Ukraine,Low,Low,High,Energy price spike,Low,0.625,5,10,15,9.38,5,44.38,37.6,🟡 Moderate,1,-0.5042352431627111,1,🟡 Moderate,2,Cyber-Dominant
India-Pakistan Escalation 2025,2025,Middle East,Venezuela; United States,Severe,None,Severe,Regional recession,High,0.837,25,0,20,12.56,7,64.56,61.2,🟠 High,1,-0.5815702086547156,2,🟠 High,0,Proxy War
Israel-Arab Tensions,2025,Latin America,China; Taiwan,Low,High,High,Global market impact,Low,0.478,5,30,15,7.17,10,67.17,64.3,🟠 High,1,-0.5257496101397953,2,🟠 High,2,Cyber-Dominant
Israel-Arab Tensions,2026,Latin America,Israel; Egypt; Jordan; Saudi Arabia,High,High,High,Regional recession,Low,0.536,20,30,15,8.04,7,80.04,79.4,🔴 Critical,1,-0.5143820326112283,3,🔴 Critical,0,Proxy War
Taiwan Strait Stability,2024,South Asia,China; Taiwan,High,High,Low,Localized shock,Low,0.772,20,30,5,11.58,2,68.58,65.9,🟠 High,1,-0.58248449333105,2,🟠 High,3,Nuclear Standoff
Taiwan Strait Stability,2026,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Severe,Moderate,Moderate,Energy price spike,Medium,0.13,25,20,10,1.95,5,61.95,58.2,🟠 High,1,-0.5181470783925155,2,🟠 High,3,Nuclear Standoff
Venezuela-US Tensions 2026,2025,Eastern Europe,Russia; Ukraine,High,Low,Moderate,Regional recession,High,0.57,20,10,10,8.55,7,55.55,50.7,🟠 High,1,-0.49126467402890006,2,🟠 High,3,Nuclear Standoff
Israel-Arab Tensions,2025,Latin America,China; Taiwan,Low,Moderate,Moderate,Regional recession,Medium,0.731,5,20,10,10.96,7,52.96,47.6,🟡 Moderate,1,-0.5028565148083027,1,🟡 Moderate,2,Cyber-Dominant
Korean Peninsula Risk,2026,Latin America,India; Pakistan,High,High,Moderate,Energy price spike,Medium,0.357,20,30,10,5.36,5,70.36,68.0,🟠 High,1,-0.5016123072415746,2,🟠 High,3,Nuclear Standoff
India-Pakistan Escalation 2025,2026,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Low,Moderate,Severe,Energy price spike,High,0.747,5,20,20,11.2,5,61.2,57.3,🟠 High,1,-0.5419122385063587,2,🟠 High,2,Cyber-Dominant
Taiwan Strait Stability,2024,South Asia,Israel; Egypt; Jordan; Saudi Arabia,High,None,High,Global market impact,High,0.394,20,0,15,5.91,10,50.91,45.2,🟡 Moderate,1,-0.5239017942286162,1,🟡 Moderate,0,Proxy War
India-Pakistan Escalation 2025,2026,Eastern Europe,North Korea; South Korea,Moderate,None,High,Localized shock,High,0.484,10,0,15,7.26,2,34.26,25.7,🟡 Moderate,1,-0.5350295823711337,1,🟡 Moderate,2,Cyber-Dominant
Taiwan Strait Stability,2024,Eastern Europe,India; Pakistan,Moderate,Moderate,Low,Global market impact,High,0.807,10,20,5,12.1,10,57.1,52.5,🟠 High,1,-0.558914874719207,2,🟠 High,2,Cyber-Dominant
